4.499181966915106190e-01,-9.815580739561687551e+01,-8.541904702654072423e+01,-1.084010736918055073e+02,-1.069115009712222388e+02,3.180099541940276442e+00,2.240051075759362575e+01,8.667165767823972189e+00,7.593392997028470859e+01
4.665885111371629312e-01,-8.890420764582648872e+01,-1.160153107100325229e+02,-9.949913492627689493e+01,-1.039239565981489903e+02,-4.425880285708340978e+01,8.587804362736447672e+01,7.327031974730775232e+01,7.824663608042621377e+01
4.858498559566175046e-01,-1.060348949074108589e+02,-1.143745356578114070e+02,-1.163009187355155518e+02,-9.869199511959253357e+01,-8.985267205953746839e+00,7.431603198565355228e+01,2.758867999494495393e+01,6.770880355874844270e+01
4.886385705962322801e-01,-1.017748139972015480e+02,-1.107903964792936335e+02,-1.113245957960266566e+02,-1.039272961174416281e+02,5.223898273994141306e+01,1.194621370242636829e+02,7.198272403050381740e+01,7.779988590223749156e+01
5.391746955099072647e-01,-2.561180300579572133e+01,-8.843646880051478476e+00,-2.062919473546328319e+01,-2.583279320775305976e+01,-2.528259514253623763e+01,-2.073619224997568722e+01,-3.781691605506284048e+01,-3.034628753099636000e+01
5.660414224306369313e-01,-1.579209424811662998e+01,-1.153418625628803440e+01,-1.660245036820055375e+01,-3.200295627609714444e+01,-4.873547906887478831e+01,-2.536684363332913961e+01,-4.313792245070847997e+01,-3.964837534276092867e+01
5.619386544653448556e-01,-2.185976114743893817e+01,-1.827916180560406545e+01,-1.366642214820747903e+01,-2.470478850465027065e+01,-2.887530643899660632e+01,-2.825254970795363008e+01,-4.719059581131511294e+01,-3.965212126103655521e+01
6.006991648863857503e-01,-2.456447721540898144e+01,-1.663730868067015933e+01,-1.746682468204618743e+01,-2.256657298818167945e+01,-2.851045548272453800e+01,-5.359710164955263423e+01,-4.500426834725573144e+01,-3.717847453646234612e+01
5.206326122523177169e-01,5.935469561736168487e+01,7.350730237095129382e+01,7.197333543026925895e+01,7.524361589569632258e+01,3.655589656803909548e+01,6.110119692711469952e+01,5.431515467793641960e+01,3.478292661836320576e+01
5.498241500586166230e-01,5.990291749700158164e+01,7.133548163274930687e+01,6.318434832433018045e+01,6.461044299204750985e+01,4.372096245170624229e+01,3.669296971014667008e+01,5.673128748693228118e+01,4.886767671960818404e+01
5.541433655312658635e-01,6.355328776098934895e+01,7.146213251476876849e+01,6.601145537330221202e+01,5.739847854261348914e+01,4.472344278889970326e+01,6.385286780970826470e+01,6.234729769844325631e+01,6.372862838747419545e+01
5.849679549427073688e-01,5.877888893769458889e+01,6.987476494502844560e+01,7.006132599534268479e+01,6.159699691341054972e+01,4.815480612535638727e+01,5.238512665474617336e+01,5.348544706613819244e+01,3.058809843282980623e+01
5.095437193237593032e-01,7.475190381126465411e+01,9.232369569572554724e+01,9.087234300748865223e+01,8.277989931530858314e+01,6.401935477470657077e+01,7.707786209538137712e+01,7.224662005958013822e+01,6.606472652258047162e+01
5.306760453302070690e-01,8.004832424043307526e+01,8.250695058350507338e+01,8.907599055806130650e+01,7.630787633490869837e+01,6.307043223669823107e+01,6.329710525948497235e+01,6.897139376432811275e+01,5.877258443590050518e+01
5.307574987290289981e-01,8.485015306514648614e+01,8.566381626620476197e+01,8.302846450985703086e+01,7.940900790129278164e+01,6.428380436684567201e+01,8.629465216742956102e+01,8.128568394844332090e+01,7.758042604363690486e+01
5.738978442416002856e-01,7.878663127320744763e+01,8.653731551126153931e+01,9.383695069887399143e+01,8.109854534630910905e+01,6.017389457909168726e+01,7.951805862699517036e+01,7.977125670109428768e+01,6.318834666413482637e+01
5.071805126340664938e-01,1.004889146675345728e+02,9.489973069873086331e+01,1.017359244776069573e+02,8.473607051278858648e+01,6.392927445737193182e+01,7.985655563788434108e+01,7.670305110136460769e+01,7.009863468670023678e+01
5.330207112153184656e-01,9.365118309165930555e+01,8.846502822527196486e+01,9.668470551421653170e+01,8.074421477607994291e+01,6.562317918766576952e+01,7.061344088561637022e+01,7.818629203204342559e+01,7.294650996878272053e+01
5.351635316048127811e-01,9.190468276077007204e+01,9.435453585747883665e+01,9.728127287304083382e+01,7.409071348375147181e+01,7.724261972937718213e+01,9.555360247185201672e+01,9.182287219839433590e+01,7.208673548507996998e+01
5.608856088560885134e-01,8.347807695101697334e+01,9.419275943691002340e+01,1.080557245110736488e+02,8.750357470271642057e+01,7.578618844877819072e+01,8.586471243401821596e+01,9.029672359934160397e+01,6.956371379264420796e+01
5.017269587347754634e-01,1.261470055975490254e+02,1.124267748262950590e+02,1.292064258963533803e+02,1.169426746164553634e+02,1.192624813628553540e+02,9.858957343777969129e+01,1.063156588418477213e+02,1.100121658736872803e+02
5.318483782727627673e-01,1.219819734368516464e+02,1.121536179812823377e+02,1.291268325811562647e+02,1.225125774587531424e+02,1.046836457382697176e+02,9.937613405833455715e+01,1.125305576450159322e+02,1.019793751101086485e+02
5.395695644805965641e-01,1.229224204591001381e+02,1.203760317717790258e+02,1.287841919711181333e+02,1.155835709095459976e+02,1.042746228682844531e+02,1.126214946598961149e+02,1.177298627987859021e+02,1.055762199056608068e+02
5.841911050689454488e-01,9.775905391134971012e+01,1.215149753809069466e+02,1.383273417711371849e+02,1.213500052376751626e+02,1.050899640424486563e+02,1.028465976255467069e+02,1.143650742672210328e+02,1.001408120770980616e+02
5.366297036902381024e-01,-4.703445703566671199e+01,-5.672818507665360954e+01,-6.172794415699379300e+01,-5.671956952394118900e+01,-5.982172567660042972e+01,-6.835960689118371647e+01,-5.090693810090076710e+01,-6.355320662540838583e+01
5.685814771395075740e-01,-4.306184475819019752e+01,-6.414800452631799033e+01,-6.393094730183275942e+01,-5.024245224950796995e+01,-7.030455328772552548e+01,-7.182294768763416926e+01,-7.358540581763870136e+01,-7.389537703726129791e+01
5.724453482460599707e-01,-5.254070974906571934e+01,-5.888022315572743537e+01,-6.933093542396058240e+01,-6.085527208088238638e+01,-5.053202785265456498e+01,-6.269880633060578390e+01,-6.768918517489471753e+01,-6.200281315602276067e+01
6.102155758399688823e-01,-5.071757833619169276e+01,-4.637705115484023111e+01,-6.305776434730918822e+01,-5.189038018668654217e+01,-4.745946846688477905e+01,-7.050833643015569407e+01,-7.658394754774502644e+01,-5.485512539528794917e+01
5.451736047991274647e-01,-2.877407267460400320e+01,-2.009621788765635486e+01,-4.256491731130551415e+01,-4.410671505063042730e+01,-3.492101507176018060e+01,-3.775993098633929890e+01,-4.385454691792308068e+01,-4.356966420959400210e+01
5.734661977334896132e-01,-3.037705170362889717e+01,-2.337809052939072885e+01,-3.676278019076094239e+01,-3.825815238157360199e+01,-4.690679016093083220e+01,-2.769377549289849938e+01,-4.654996460781899970e+01,-5.114825291785678729e+01
5.754956786985256922e-01,-3.676156911610919309e+01,-3.078896403691712536e+01,-4.703212690673412766e+01,-4.327334026156511726e+01,-3.410418464616817857e+01,-2.694435748800295016e+01,-3.536684834627248364e+01,-4.734378723547132495e+01
6.181782870460283963e-01,-3.397870770154731446e+01,-2.331901684873025005e+01,-4.574276885360110612e+01,-4.256954318562323891e+01,-2.896801972599462260e+01,-5.019895720925116223e+01,-4.623841214725786841e+01,-4.702598850489812321e+01
5.349936375204508154e-01,-2.376555029778622341e+01,-1.654572870542802576e+01,-3.396563717812946948e+01,-3.795082645467977045e+01,-2.572064828739918596e+01,-2.034293572456448729e+01,-4.061907577351346532e+01,-3.265167320737833734e+01
5.631105900742477965e-01,-2.240295151284093578e+01,-9.478222148955193660e+00,-1.984711499077802088e+01,-2.747459544195013237e+01,-4.108733627327647753e+01,-2.400779980425992832e+01,-3.859673606470259699e+01,-4.548570809676965609e+01
5.660057617352991510e-01,-2.062246037361603612e+01,-8.074922627659825380e+00,-3.237905369525403643e+01,-3.018047770166639410e+01,-2.569314212777137030e+01,-1.397767415513700584e+01,-2.332198566945177376e+01,-4.503320226655011282e+01
6.094387259662070733e-01,-2.556990682694276273e+01,-1.489652514512834003e+01,-2.250634285821540814e+01,-3.114676071320298689e+01,-1.596836377747272095e+01,-3.738785458561362418e+01,-3.830764336674986481e+01,-4.018313498910817572e+01
5.311761497909470719e-01,-1.555470465651268519e+01,2.771358006859851120e+00,-2.279075504130003793e+01,-3.119271911084680227e+01,-2.218881416649576721e+01,-1.724379022847567100e+01,-2.996340419967343394e+01,-2.229431875534145746e+01
5.607659241891363999e-01,-1.779285625277167071e+01,-3.632492478412805217e-03,-1.649153730704077603e+01,-2.282923205873947836e+01,-3.586604175921529958e+01,-1.272713294722296773e+01,-3.428778606748178248e+01,-3.938025927462672371e+01
5.634638196915776609e-01,-1.765641738361816593e+01,-1.014448066181664920e+01,-1.321141231275359296e+01,-2.399690353116432817e+01,-2.246253994013883570e+01,-9.390091143259315487e+00,-7.636199360448948426e+00,-3.478102605295990202e+01
6.082734511555641932e-01,-2.268021494288494821e+01,-1.109757711552784798e+01,-7.982775529128454117e+00,-2.771958067231662071e+01,-1.596836377747271563e+01,-2.785866985346488889e+01,-2.591439070914636744e+01,-3.501670891877330405e+01
5.288129431012542625e-01,-1.657651899492168113e+01,4.229744120918400796e+00,-1.926971318167683478e+01,-2.182086891008193064e+01,-1.461599724154137192e+01,-1.711835615612911354e+01,-1.770247817978680516e+01,-2.432470910980533318e+01
5.566627588901914558e-01,-1.384285737443574504e+01,-2.357456887172702520e-01,-1.179173635580540669e+01,-1.834053190963041757e+01,-3.322952649344503584e+01,-1.288945263276034225e+01,-3.368109244820404058e+01,-3.938025927462672371e+01
5.588883240128791341e-01,-8.802457921611580360e+00,-6.954858376002441389e+00,-1.321141231275359651e+01,-2.389711958998228170e+01,-2.272281764471344800e+01,-1.816265291356430334e+00,-6.180547505477774983e+00,-2.899147113588607283e+01
6.016702272285880948e-01,-1.842711116621147482e+01,-6.501508732544527547e+00,-7.820128313533638575e+00,-2.464535002422842780e+01,-1.623124078878860743e+01,-1.013881601819977618e+01,-2.649621100401175866e+01,-3.237542432553806293e+01
5.277222323213961452e-01,-1.657651899492168113e+01,4.261953382720620631e+00,-1.462468158552502295e+01,-2.182086891008192708e+01,-1.461599724154138258e+01,-1.163360764303916284e+01,-1.770247817978680516e+01,-2.432470910980534740e+01
5.545134818288394163e-01,-2.099277978046164250e+01,4.603195242728644665e+00,-2.621239071382126973e+00,-1.834053190963041402e+01,-3.356497841948515060e+01,-1.288945263276034581e+01,-3.253232619138863413e+01,-3.943497966233516649e+01
5.585493984070496465e-01,-8.802457921611580360e+00,-6.954858376002441389e+00,-1.394708301288047281e+01,-1.778591653838032016e+01,-2.255195000639633918e+01,-9.757176415440101946e-01,-6.259796512235077159e+00,-2.701963949593640635e+01
5.987570402019809501e-01,-1.842711116621147127e+01,-8.250945419345667275e+00,-9.503484069374298571e+00,-2.464535002422842780e+01,-1.639624287675972170e+01,-1.019452610893787536e+01,-2.522107121897586168e+01,-3.242503126774914080e+01
